epoch,train loss,reg loss,train acc,test loss,test acc
0,1.8641509350819803,0.0,35.13346481323242,1.392115385845454,49.88999938964844
1,1.6272388516958036,0.0,47.75002670288086,1.2220470050368646,59.09000015258789
2,1.4699287699095567,0.0,54.062679290771484,1.0703990050036498,64.5999984741211
3,1.3938200060446657,0.0,57.121009826660156,0.9265823833870165,69.0
4,1.3595926411187829,0.0,58.903099060058594,0.9701373866110137,69.18000030517578
5,1.314610991645698,0.0,60.07331848144531,0.8302641173805854,75.33999633789062
6,1.2283221618014963,0.0,63.430023193359375,0.741241763938557,76.80999755859375
7,1.2330761247843354,0.0,63.63346862792969,0.7693761960424558,77.13999938964844
8,1.193420869171919,0.0,64.17955017089844,0.7834037765107974,76.88999938964844
9,1.1607269072652462,0.0,65.86692810058594,0.6239808963404762,82.61000061035156
10,1.1346365733062802,0.0,66.46747589111328,0.9057109373988528,69.52999877929688
11,1.1562704741954803,0.0,65.35507202148438,0.660700307349966,83.68000030517578
12,1.1050983794670008,0.0,67.1640625,0.6940603256225586,81.91999816894531
13,1.1338572450468887,0.0,65.81419372558594,0.6731075060487998,84.6500015258789
14,1.0953178230542033,0.0,66.68350982666016,0.7298651993876756,80.88999938964844
15,1.0554957100793945,0.0,68.8806381225586,0.6226935958621478,84.76000213623047
16,1.099201711652866,0.0,66.42817687988281,0.6337447882902743,84.25
17,1.0813611635011644,0.0,67.41083526611328,0.6500327954388628,84.5999984741211
18,1.0816527543654992,0.0,67.26560974121094,0.5887695918179522,86.16999816894531
19,1.0467680213439405,0.0,68.55369567871094,0.7451247307989333,78.41000366210938
20,1.0541786150866417,0.0,68.49749755859375,0.6779520692247333,84.73999786376953
21,1.0399607908935402,0.0,68.80297088623047,0.7902371455924679,72.23999786376953
22,0.9988324866073215,0.0,70.37127685546875,0.7598680613016842,79.4000015258789
23,1.0259216944476468,0.0,68.87320709228516,0.5223460429244571,88.5999984741211
24,1.0092973216769083,0.0,69.3967514038086,0.5405928823682997,89.33999633789062
25,1.0318729600415157,0.0,68.55303955078125,0.6531715507459159,84.81999969482422
26,0.9994471312767297,0.0,69.3868179321289,0.4536930039675549,90.13999938964844
27,1.0023114908130923,0.0,69.84105682373047,0.6057320664627384,85.33000183105469
28,1.0195543065142991,0.0,68.26689147949219,0.5551320877340105,87.93000030517578
29,0.9412482281276329,0.0,72.16665649414062,0.6166398359669579,86.63999938964844
30,0.9518134113232694,0.0,71.43047332763672,0.7381006491304648,79.23999786376953
31,0.9873700823316622,0.0,70.41544342041016,0.7080960689168988,83.37999725341797
32,0.943456924927594,0.0,71.86898803710938,0.6520674150399487,85.44999694824219
33,0.9917613006566637,0.0,69.5186767578125,0.5729192874648354,89.13999938964844
34,0.985215182430181,0.0,69.91765594482422,0.7111086237310159,81.45999908447266
35,0.9383575293286961,0.0,71.666015625,0.44625047571731336,90.97000122070312
36,0.9389589191531417,0.0,71.736328125,0.4833947079952317,90.18000030517578
37,0.9614254919503202,0.0,71.07919311523438,0.5847213972698558,88.55000305175781
38,0.9179187530099447,0.0,72.42639923095703,0.5370674142331788,88.19000244140625
39,0.9235171004006612,0.0,72.69532775878906,0.717549756921903,77.29000091552734
40,0.9884152637055171,0.0,68.73235321044922,0.6037993497318692,87.18000030517578
41,0.936550398530373,0.0,71.60482025146484,0.6424351912556272,87.26000213623047
42,0.9037921380757088,0.0,72.76441192626953,0.557618354005043,88.02999877929688
43,0.9288337562401691,0.0,72.22152709960938,0.48401403427124023,91.13999938964844
44,0.9644547886584871,0.0,70.41224670410156,0.5428666881840638,89.58999633789062
45,0.9189715148815557,0.0,72.27179718017578,0.6397722212955205,86.55999755859375
46,0.9235560986489507,0.0,71.42570495605469,0.8961533988365019,63.060001373291016
47,0.9532899077813229,0.0,70.2870864868164,0.43453726894927747,91.38999938964844
48,0.9118115472883436,0.0,72.34974670410156,0.5172661329158629,91.02999877929688
49,0.9185501581160866,0.0,71.48806762695312,0.7202778548905344,77.3499984741211
50,0.923764558069071,0.0,71.60481262207031,0.5641462537977431,88.66999816894531
51,0.8664385431900097,0.0,72.90081024169922,0.5256763823104628,92.12000274658203
52,0.8662684905394238,0.0,72.7211685180664,0.5837096051134244,90.26000213623047
53,0.8228028803202675,0.0,73.93665313720703,0.6461477899792218,85.3499984741211
54,0.8859727874622872,0.0,71.2142333984375,0.5143114009288826,92.30000305175781
55,0.8569189009804222,0.0,71.84315490722656,0.3899086629501497,93.66999816894531
56,0.8425007319105929,0.0,72.93595886230469,0.4570222587296457,93.41999816894531
57,0.7971884530393323,0.0,74.87445831298828,0.356283491910106,94.01000213623047
58,0.81812827846962,0.0,74.03964233398438,0.4386628107591109,93.54000091552734
59,0.8723839507929644,0.0,70.833251953125,0.48563195027486245,92.93000030517578
60,0.8281222131458958,0.0,73.8589859008789,0.5032526519563463,92.4000015258789
61,0.7829437792750459,0.0,75.62015533447266,0.4484856601315315,93.47000122070312
62,0.8235253929417936,0.0,73.06757354736328,0.3970276623061209,93.69000244140625
63,0.7745175199143252,0.0,75.25006103515625,0.39925003804341713,93.87999725341797
64,0.8087539391582785,0.0,73.55225372314453,0.49465676600282843,92.04000091552734
65,0.7785314705279005,0.0,75.1852798461914,0.5645649195319474,88.91999816894531
66,0.8252847830591789,0.0,73.14229583740234,0.3832297686374549,93.70999908447266
67,0.8011610860931664,0.0,73.69479370117188,0.4585397740205129,93.4800033569336
68,0.7686851025750888,0.0,75.75377655029297,0.4915582790519252,92.79000091552734
69,0.7483320699901737,0.0,76.19918823242188,0.3735261776230552,94.20999908447266
70,0.8289274047667058,0.0,72.78766632080078,0.4500194980640604,93.7699966430664
71,0.7947857849412228,0.0,74.66523742675781,0.7355047392122673,72.97000122070312
72,0.8169681681273271,0.0,73.76941680908203,0.47015612685319147,93.44999694824219
73,0.8078026861027258,0.0,74.03670501708984,0.4183403795415705,94.20999908447266
74,0.76560686996684,0.0,75.5904769897461,0.4241820483496695,94.0
75,0.8063638149456462,0.0,73.02520751953125,0.41284278516817574,93.88999938964844
76,0.7994296231948251,0.0,73.63870239257812,0.5753147313089082,88.45999908447266
77,0.7802112961010118,0.0,74.66694641113281,0.34925796558158567,94.47000122070312
78,0.7972127057649382,0.0,73.56861114501953,0.3846711961909978,94.30000305175781
79,0.7617382487684639,0.0,74.84748840332031,0.39008656415072357,94.27999877929688
80,0.7827923514660279,0.0,74.1712417602539,0.5290060976538995,90.80000305175781
81,0.7691810727681048,0.0,75.27066802978516,0.41470421052942374,94.2699966430664
82,0.7685663742411076,0.0,74.7037353515625,0.4780017516829751,93.47000122070312
83,0.7990652128455028,0.0,73.99420166015625,0.4836700064967377,92.55000305175781
84,0.8070384058820542,0.0,73.24472045898438,0.5203458323623195,91.91000366210938
85,0.8213799729306793,0.0,71.80027770996094,0.5556786909247889,89.95999908447266
86,0.8223299245963145,0.0,72.63568878173828,0.48637247145778,93.26000213623047
87,0.7496815725936362,0.0,76.27766418457031,0.40097777590607153,94.2699966430664
88,0.8240406813390141,0.0,72.31664276123047,0.45528747969203526,93.7300033569336
89,0.7505262169855923,0.0,75.4885482788086,0.43601672095481797,93.97000122070312
90,0.8087642449679686,0.0,72.36048889160156,0.3882317112551795,94.27999877929688
91,0.7848948637894051,0.0,74.30491638183594,0.346697246787524,94.56999969482422
92,0.8118873098911952,0.0,73.04171752929688,0.4016209040025268,94.26000213623047
93,0.8248233603098285,0.0,72.25562286376953,0.6213188285779472,83.69000244140625
94,0.7716841156121774,0.0,74.8249282836914,0.4210262614669222,94.11000061035156
95,0.750941702693551,0.0,75.95864868164062,0.5015950850164047,92.18000030517578
96,0.7800411636281253,0.0,74.07998657226562,0.4451449176277777,93.9000015258789
97,0.7822062222277699,0.0,74.4178466796875,0.3839250086533903,94.4000015258789
98,0.813035885976562,0.0,72.78311157226562,0.40529629407507,94.29000091552734
99,0.7705076087509567,0.0,75.10052490234375,0.6138693530752202,83.62000274658203
